#;NUMERO;STATUS;ED;DESCRICAO;R”TULOS;CARGA ATUAL;SETOR DO RESPONS¡VEL;CAMPUS DO RESPONS¡VEL;CAMPUS DA CARGA;VALOR;NUMERO NOTA FISCAL;DATA DA ENTRADA;DATA DA CARGA;FORNECEDOR;SALA;ESTADO DE CONSERVA«√O;NUMERO DE SERIE
49;35881;baixado;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";-;-;-;-;SCL;28.21;561;19/12/2006 00:00:00;23/08/2018;-;-;IrreversÌvel;
50;35911;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAE;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.21;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
51;35984;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAE;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.21;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
52;36002;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAU;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.21;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
53;36008;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAE;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.21;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
54;36029;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAU;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.21;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
55;36060;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CQU;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.21;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
56;36064;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAU;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.21;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
57;36107;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAU;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.21;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
58;36169;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAE;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.20;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
59;36182;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAE;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.20;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
60;36206;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAU;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.20;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
61;36223;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAU;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.20;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
62;36297;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAE;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.20;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
63;36298;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAE;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.20;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
64;36301;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAE;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.20;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
65;36303;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAE;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.20;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
66;36305;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CME;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.20;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
67;36311;ativo;123110303;"ADULTO COM ASSENTO E ENCOSTO EM F”RMICA (NA COR BEGE). ESTRUTURA EM TUBO DE A«O MINIMO 7/8, COM PINTURA ELETROST¡STICA OU COM TINTA EPOXI NA COR PRETA. FORNECIDO POR: DICARFLEX-IND. E COM. DE MOVEIS P/ ESC. PROC INC: 23002.001487/2006
 [Marca/Modelo:DICARFLEX]
 [Nota Fiscal:561]
 [Numero de serie:CV904/05-PROEP]
 [Empenho:900536]
 [Tipo de Ingresso:Compra]
 [CADEIRA FIXA- Antigo Classificador:14212426412]
 [Cadeira Fixa - Novo Classificador:12311-0303-0013]";SRT-CAE;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;28.20;561;19/12/2006 00:00:00;23/08/2018;-;A206 Desenho tÈcnico mec‚nico;N„o aplicar;
68;37699;baixado;123110201;"17"" LCD PRETO/PRATA. FORNECIDO POR: IBRACOMP IND˙STRIA E COMÈRCIO LTDA PROC INC: 23059.000763/2007
 [Marca/Modelo:SAMSUNG]
 [Nota Fiscal:9392]
 [Empenho:900650]
 [Tipo de Ingresso:Compra]
 [MONITOR- Antigo Classificador:14212350128]
 [Monitor - Novo Classificador:12311-0201-0024]";-;-;-;-;SCL;550.46;9392;05/12/2007 00:00:00;26/04/2016;-;-;IrreversÌvel;
69;38492;baixado;123110201;"LASER, 110V, RESOLUÁ„O IMPRESS„O 600X600 DPI, CAPACIDADE DE MEMÛRIAS 32 MB EXPANSÌVEL A 256 MB. FORNECIDO POR: WELCOMP TECNOLOGIA E INFORM·TICA LTDA PROC INC: 23059.001192/2007
 [Marca/Modelo:OKIDATA]
 [Nota Fiscal:31]
 [Empenho:901326]
 [Tipo de Ingresso:Compra]
 [IMPRESSORA- Antigo Classificador:14212350113]
 [Impressora - Novo Classificador:12311-0201-0013]";-;-;-;-;SCL;1217.13;31;18/01/2008 00:00:00;26/04/2016;-;-;IrreversÌvel;
70;41398;ativo;123110201;"PROCESSADOR INTEL CORE 2 DUO 2,2 GHZ, 2GB DE MEMÛRIA RAM, DISCO RÌGIDO COM 160GB,  TELA 14""  . FORNECIDO POR: CRIATIVA INFORMATICA COMP.E PERI LTDA PROC INC: 23059.001618/2007
 [Marca/Modelo:HP    6910]
 [Nota Fiscal:597]
 [Empenho:901529]
 [Tipo de Ingresso:Compra]
 [NOTEBOOK- Antigo Classificador:14212350108]
 [Notebook - Novo Classificador:12311-0201-0008]";SCL-CTI;Andre Luis Tardelli Magalhaes;CTI-SCL;SCL;SCL;4449.00;597;08/10/2008 00:00:00;26/04/2016;-;-;N„o aplicar;
71;44878;ativo;123110303;"Em madeira tratada de mogno lustrado, com 28mm de di‚metro, medindo 2,10m, componteiro em lat„o cromado, tipo lanÁa, uso externo e interno. Fornecido por: Chamego Brasileiro Bandeiras LTDA Proc Inc: 23059.000990/2008
 [Marca/Modelo:CHAMEGO BRASILEIRO]
 [Nota Fiscal:6222]
 [Empenho:901169]
 [Tipo de Ingresso:Compra]
 [MASTRO- Antigo Classificador:14212426475]
 [Mastro - Novo Classificador:12311-0303-0071]";SCL-DRG;Rivelli da Silva Pinto;DRG/SCL;SCL;SCL;72.91;6222;19/12/2008 00:00:00;26/04/2016;-;B103;N„o aplicar;
72;44879;ativo;123110303;"Em madeira tratada de mogno lustrado, com 28mm de di‚metro, medindo 2,10m, componteiro em lat„o cromado, tipo lanÁa, uso externo e interno. Fornecido por: Chamego Brasileiro Bandeiras LTDA Proc Inc: 23059.000990/2008
 [Marca/Modelo:CHAMEGO BRASILEIRO]
 [Nota Fiscal:6222]
 [Empenho:901169]
 [Tipo de Ingresso:Compra]
 [MASTRO- Antigo Classificador:14212426475]
 [Mastro - Novo Classificador:12311-0303-0071]";SCL-DRG;Rivelli da Silva Pinto;DRG/SCL;SCL;SCL;72.91;6222;19/12/2008 00:00:00;26/04/2016;-;B103;N„o aplicar;
73;44880;ativo;123110303;"Em madeira tratada de mogno lustrado, com 28mm de di‚metro, medindo 2,10m, componteiro em lat„o cromado, tipo lanÁa, uso externo e interno. Fornecido por: Chamego Brasileiro Bandeiras LTDA Proc Inc: 23059.000990/2008
 [Marca/Modelo:CHAMEGO BRASILEIRO]
 [Nota Fiscal:6222]
 [Empenho:901169]
 [Tipo de Ingresso:Compra]
 [MASTRO- Antigo Classificador:14212426475]
 [Mastro - Novo Classificador:12311-0303-0071]";SCL-DRG;Rivelli da Silva Pinto;DRG/SCL;SCL;SCL;72.91;6222;19/12/2008 00:00:00;26/04/2016;-;B103;N„o aplicar;
74;44899;ativo;123110303;"Em madeira tratada de mogno lustrado, com 28mm de di‚metro, medindo 2,10m, componteiro em lat„o cromado, tipo lanÁa, uso externo e interno. Fornecido por: Chamego Brasileiro Bandeiras LTDA Proc Inc: 23059.000990/2008
 [Marca/Modelo:CHAMEGO BRASILEIRO]
 [Nota Fiscal:6222]
 [Empenho:901169]
 [Tipo de Ingresso:Compra]
 [MASTRO- Antigo Classificador:14212426475]
 [Mastro - Novo Classificador:12311-0303-0071]";SCL-DRG;Rivelli da Silva Pinto;DRG/SCL;SCL;SCL;72.91;6222;19/12/2008 00:00:00;26/04/2016;-;B103;N„o aplicar;
75;44910;ativo;123110303;"Confeccionado em madeira tratada de mogno lustrado, com capacidade para colocaÁ„o de atÈ 04 mastros, em furos de 30mm de di‚metro. Fornecido por: Chamego Brasileiro Bandeiras LTDA Proc Inc: 23059.000990/2008
 [Marca/Modelo:CHAMEGO BRASILEIRO]
 [Nota Fiscal:6222]
 [Empenho:901169]
 [Tipo de Ingresso:Compra]
 [BASE PARA MASTRO- Antigo Classificador:14212426474]
 [Base Para Mastro - Novo Classificador:12311-0303-0070]";SCL-DRG;Rivelli da Silva Pinto;DRG/SCL;SCL;SCL;100.00;6222;19/12/2008 00:00:00;26/04/2016;-;B103;N„o aplicar;
76;44948;baixado;123110303;"ASSENTO E ENCOSTO CONFECCIONADO EM COMPENSADO, ESTOFADA EM ESPUMA DE POLIURETANO, REVESTIDAS EM TECIDO COR AZUL ROYAL. FORNECIDO POR: PEDRO PAULO NOGUEIRA FILHO - EPP PROC INC: 23059.000913/2008
 [Marca/Modelo:ATHIKA]
 [Nota Fiscal:6112]
 [Empenho:901086]
 [Tipo de Ingresso:Compra]
 [CADEIRA GIRAT”RIA- Antigo Classificador:14212426437]
 [Cadeira GiratÛria - Novo Classificador:12311-0303-0036]";-;-;-;-;SCL;104.75;6112;16/01/2009 00:00:00;26/04/2016;-;-;IrreversÌvel;
77;44949;baixado;123110303;"ASSENTO E ENCOSTO CONFECCIONADO EM COMPENSADO, ESTOFADA EM ESPUMA DE POLIURETANO, REVESTIDAS EM TECIDO COR AZUL ROYAL. FORNECIDO POR: PEDRO PAULO NOGUEIRA FILHO - EPP PROC INC: 23059.000913/2008
 [Marca/Modelo:ATHIKA]
 [Nota Fiscal:6112]
 [Empenho:901086]
 [Tipo de Ingresso:Compra]
 [CADEIRA GIRAT”RIA- Antigo Classificador:14212426437]
 [Cadeira GiratÛria - Novo Classificador:12311-0303-0036]";-;-;-;-;SCL;104.75;6112;16/01/2009 00:00:00;26/04/2016;-;-;IrreversÌvel;
78;44950;ativo;123110303;"ASSENTO E ENCOSTO CONFECCIONADO EM COMPENSADO, ESTOFADA EM ESPUMA DE POLIURETANO, REVESTIDAS EM TECIDO COR AZUL ROYAL. FORNECIDO POR: PEDRO PAULO NOGUEIRA FILHO - EPP PROC INC: 23059.000913/2008
 [Marca/Modelo:ATHIKA]
 [Nota Fiscal:6112]
 [Empenho:901086]
 [Tipo de Ingresso:Compra]
 [CADEIRA GIRAT”RIA- Antigo Classificador:14212426437]
 [Cadeira GiratÛria - Novo Classificador:12311-0303-0036]";SCL-CCU-TMA;Marcos Vinicius Fernandes Ribeiro;CTTMA-SCL;SCL;SCL;104.75;6112;16/01/2009 00:00:00;26/04/2016;-;-;N„o aplicar;
79;44951;baixado;123110303;"ASSENTO E ENCOSTO CONFECCIONADO EM COMPENSADO, ESTOFADA EM ESPUMA DE POLIURETANO, REVESTIDAS EM TECIDO COR AZUL ROYAL. FORNECIDO POR: PEDRO PAULO NOGUEIRA FILHO - EPP PROC INC: 23059.000913/2008
 [Marca/Modelo:ATHIKA]
 [Nota Fiscal:6112]
 [Empenho:901086]
 [Tipo de Ingresso:Compra]
 [CADEIRA GIRAT”RIA- Antigo Classificador:14212426437]
 [Cadeira GiratÛria - Novo Classificador:12311-0303-0036]";-;-;-;-;SCL;104.75;6112;16/01/2009 00:00:00;26/04/2016;-;-;IrreversÌvel;
80;44952;ativo;123110303;"ASSENTO E ENCOSTO CONFECCIONADO EM COMPENSADO, ESTOFADA EM ESPUMA DE POLIURETANO, REVESTIDAS EM TECIDO COR AZUL ROYAL. FORNECIDO POR: PEDRO PAULO NOGUEIRA FILHO - EPP PROC INC: 23059.000913/2008
 [Marca/Modelo:ATHIKA]
 [Nota Fiscal:6112]
 [Empenho:901086]
 [Tipo de Ingresso:Compra]
 [CADEIRA GIRAT”RIA- Antigo Classificador:14212426437]
 [Cadeira GiratÛria - Novo Classificador:12311-0303-0036]";SCL-DRG;Rivelli da Silva Pinto;DRG/SCL;SCL;SCL;104.75;6112;16/01/2009 00:00:00;26/04/2016;-;B103;N„o aplicar;
81;44953;baixado;123110303;"ASSENTO E ENCOSTO CONFECCIONADO EM COMPENSADO, ESTOFADA EM ESPUMA DE POLIURETANO, REVESTIDAS EM TECIDO COR AZUL ROYAL. FORNECIDO POR: PEDRO PAULO NOGUEIRA FILHO - EPP PROC INC: 23059.000913/2008
 [Marca/Modelo:ATHIKA]
 [Nota Fiscal:6112]
 [Empenho:901086]
 [Tipo de Ingresso:Compra]
 [CADEIRA GIRAT”RIA- Antigo Classificador:14212426437]
 [Cadeira GiratÛria - Novo Classificador:12311-0303-0036]";-;-;-;-;SCL;104.75;6112;16/01/2009 00:00:00;26/04/2016;-;-;IrreversÌvel;
82;44954;baixado;123110303;"ASSENTO E ENCOSTO CONFECCIONADO EM COMPENSADO, ESTOFADA EM ESPUMA DE POLIURETANO, REVESTIDAS EM TECIDO COR AZUL ROYAL. FORNECIDO POR: PEDRO PAULO NOGUEIRA FILHO - EPP PROC INC: 23059.000913/2008
 [Marca/Modelo:ATHIKA]
 [Nota Fiscal:6112]
 [Empenho:901086]
 [Tipo de Ingresso:Compra]
 [CADEIRA GIRAT”RIA- Antigo Classificador:14212426437]
 [Cadeira GiratÛria - Novo Classificador:12311-0303-0036]";-;-;-;-;SCL;104.75;6112;16/01/2009 00:00:00;26/04/2016;-;-;IrreversÌvel;
83;44955;ativo;123110303;"ASSENTO E ENCOSTO CONFECCIONADO EM COMPENSADO, ESTOFADA EM ESPUMA DE POLIURETANO, REVESTIDAS EM TECIDO COR AZUL ROYAL. FORNECIDO POR: PEDRO PAULO NOGUEIRA FILHO - EPP PROC INC: 23059.000913/2008
 [Marca/Modelo:ATHIKA]
 [Nota Fiscal:6112]
 [Empenho:901086]
 [Tipo de Ingresso:Compra]
 [CADEIRA GIRAT”RIA- Antigo Classificador:14212426437]
 [Cadeira GiratÛria - Novo Classificador:12311-0303-0036]";SCL-CCU-TMA;Marcos Vinicius Fernandes Ribeiro;CTTMA-SCL;SCL;SCL;104.75;6112;16/01/2009 00:00:00;26/04/2016;-;-;N„o aplicar;
84;45021;baixado;123110201;"PROCESSADOR AMD ATHLON DUAL CORE 5000B, HD SATA 250GB,DVD-RW, AUDIO INTEGRADO,ETHERNET 10/100, ACOMPANHA MOUSE E TECLADO. FORNECIDO POR: VALSPE COM. DE INFO. LTDA PROC INC: 23086.001669/2008
 [Marca/Modelo:HP]
 [Nota Fiscal:367]
 [Empenho:901785]
 [Tipo de Ingresso:Compra]
 [MICROCOMPUTADOR- Antigo Classificador:14212350101]
 [Microcomputador - Novo Classificador:12311-0201-0001]";-;-;-;-;SCL;2000.00;367;20/01/2009 00:00:00;26/04/2016;-;-;IrreversÌvel;
85;45024;baixado;123110201;"PROCESSADOR AMD ATHLON DUAL CORE 5000B, HD SATA 250GB,DVD-RW, AUDIO INTEGRADO,ETHERNET 10/100, ACOMPANHA MOUSE E TECLADO. FORNECIDO POR: VALSPE COM. DE INFO. LTDA PROC INC: 23086.001669/2008
 [Marca/Modelo:HP]
 [Nota Fiscal:367]
 [Empenho:901785]
 [Tipo de Ingresso:Compra]
 [MICROCOMPUTADOR- Antigo Classificador:14212350101]
 [Microcomputador - Novo Classificador:12311-0201-0001]";-;-;-;-;SCL;2000.00;367;20/01/2009 00:00:00;26/04/2016;-;-;IrreversÌvel;
